re_idx,idx,review,category,polarity
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",LAPTOP#DESIGN_FEATURES,conflict
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",DISPLAY#QUALITY,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",KEYBOARD#GENERAL,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",KEYBOARD#DESIGN_FEATURES,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",KEYBOARD#USABILITY,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",BATTERY#OPERATION_PERFORMANCE,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",LAPTOP#QUALITY,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",CPU#QUALITY,positive
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",SOFTWARE#GENERAL,negative
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",LAPTOP#OPERATION_PERFORMANCE,neutral
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",LAPTOP#MISCELLANEOUS,negative
157,394,"No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",GRAPHICS#DESIGN_FEATURES,neutral
158,60,"Unable to boot up this brand new laptop. Spent 2 hours on phone with HP Technical Support. They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. They are asking me to ship the unit back to fix it at their site. I am going to go back and return at Store I bought from!",LAPTOP#QUALITY,negative
158,60,"Unable to boot up this brand new laptop. Spent 2 hours on phone with HP Technical Support. They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. They are asking me to ship the unit back to fix it at their site. I am going to go back and return at Store I bought from!",LAPTOP#OPERATION_PERFORMANCE,negative
158,60,"Unable to boot up this brand new laptop. Spent 2 hours on phone with HP Technical Support. They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. They are asking me to ship the unit back to fix it at their site. I am going to go back and return at Store I bought from!",SUPPORT#QUALITY,negative
158,60,"Unable to boot up this brand new laptop. Spent 2 hours on phone with HP Technical Support. They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it. They are asking me to ship the unit back to fix it at their site. I am going to go back and return at Store I bought from!",LAPTOP#GENERAL,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#OPERATION_PERFORMANCE,positive
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",POWER_SUPPLY#QUALITY,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",SUPPORT#QUALITY,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",BATTERY#QUALITY,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",BATTERY#OPERATION_PERFORMANCE,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",POWER_SUPPLY#MISCELLANEOUS,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#MISCELLANEOUS,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#GENERAL,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#DESIGN_FEATURES,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#QUALITY,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",DISPLAY#QUALITY,negative
159,104,"At first when I got this product, I loved it. The computer itself was fast, ran smoothly, and had no problems. Then, within 5 months, the charger crapped out on me. So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty. 2 months later, the battery went. They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die. THEN, one month after the warranty expired, the replacement charger went. I had to pay $100 for a universal charger for this cheap $300 laptop. Not worth it one bit. The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory. Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use. Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose. And it is impossible to get them back in.",LAPTOP#PRICE,positive
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,KEYBOARD#QUALITY,negative
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,HARD_DISC#QUALITY,negative
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,LAPTOP#OPERATION_PERFORMANCE,negative
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,LAPTOP#DESIGN_FEATURES,positive
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,KEYBOARD#DESIGN_FEATURES,conflict
160,42,Me and my boyfriend bought the Gateway NV78 in nov of 09. Bought with a credit card. Probbly the worst decision we ever made! It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! the place we bought it from said that after they send it out to gateway 4 times they would give us a new one. the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon! pretty much everything else about the computer is good it just stops working out of no were. i love the size of the computer since i play games on it. i also love having the extra calculator number set up on the keyboard which most laptops do not have. also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard. So i would not reccomend anyone buying this computer,KEYBOARD#USABILITY,negative
161,134,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty. The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned. I called their repair depot as was told they would send Me a new box to return the computer to the repair depot. They were totally unconcerned that the computer was not correctly repaired in the first place. The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba. The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue. Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky. By Air sounds more like by truck to Me. And Toshiba is totally unconcerned. The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter. We don't Mind and You don't Matter. I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter. When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY,negative
161,134,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty. The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned. I called their repair depot as was told they would send Me a new box to return the computer to the repair depot. They were totally unconcerned that the computer was not correctly repaired in the first place. The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba. The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue. Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky. By Air sounds more like by truck to Me. And Toshiba is totally unconcerned. The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter. We don't Mind and You don't Matter. I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter. When it come time for warranty service to Toshiba you don't matter.,SHIPPING#QUALITY,negative
